User,User Name,Tweet,Time,Following?,Follows?,Followers,Following,Location,Account Age,Website,Language,Profile Image
StylishPlus_au,Stylish Plus,"IN-STOCK and Ready for Shipping!!!

TOP: bit.ly/1KdCGm3
SKIRT: bit.ly/1MhHSMk

Visit us for more... fb.me/7rQL1PddK",Sat Sep 12 01:50:37 +0000 2015,false,false,317,12,Australia ,http://t.co/2lamZ3O3Nz,en,Profile Page,
ABnaturalfit,AudreyBlue,Before we fly to London we'll have our stock sale TODAY @Hustle&amp;Scout on 12 Sept @CBR Old Bus Depot Markets 2-7pm! ht.ly/RUnmI,Sat Sep 12 02:01:53 +0000 2015,false,false,250,931,,http://t.co/l4lklHROXf,en,Profile Page,
bricktrackerau,Bricktracker AU,#LEGO set Pteranodon Capture (75915) will be back in stock soon. Preorder it here: bit.ly/1Exqr42 pic.twitter.com/RG1BUmCsYx,Sat Sep 12 02:25:52 +0000 2015,false,false,5,0,,"7 months, 3 weeks",en,Profile Page,
StylishPlus_au,Stylish Plus,"IN-STOCK and READY FOR SHIPPING!!!

Essential Wrap Dress In Slithering Skies
bit.ly/1Lp1cBG
$169.80... fb.me/3eolD3Y0K",Sat Sep 12 02:50:47 +0000 2015,false,false,317,12,Australia ,http://t.co/2lamZ3O3Nz,en,Profile Page,
raycaryl,ray clarke,Kiwis too sharp for Aussie Steelers - Agriculture - Livestock - General News - Stock &amp; Land stockandland.com.au/news/agricultu… #FarmOnline,Sat Sep 12 02:57:45 +0000 2015,false,false,1259,1941,,"3 years, 6 months",en,Profile Page,
IBTimesAU,IBTimes,Amazon dethrones Apple as new stock titan: iPhone 6s/iPhone 6s Plus and new products fail to impress ow.ly/S73kS,Sat Sep 12 03:00:17 +0000 2015,false,false,12974,280,Australia,http://t.co/pe9G7Qrv0M,en,Profile Page,
1SAVANNA1,karen   collyer,RT @IBTimesAU: Amazon dethrones Apple as new stock titan: iPhone 6s/iPhone 6s Plus and new products fail to impress ow.ly/S73kS,Sat Sep 12 03:04:40 +0000 2015,false,false,308,916,,"6 years, 2 months",en,Profile Page,
bricktrackerau,Bricktracker AU,#LEGO set Pteranodon Capture (75915) is now in stock. Order it here: bit.ly/1Exqr42 pic.twitter.com/4XYBjqFw9x,Sat Sep 12 03:25:58 +0000 2015,false,false,5,0,,"7 months, 3 weeks",en,Profile Page,
traderbeast15,SmartGridTrader,Circuit breakers seen easing China stock market volatility ift.tt/1FD8I9V #money #stock #news #trading,Sat Sep 12 03:44:14 +0000 2015,false,false,165,115,,https://t.co/HuPigaQxDz,en,Profile Page,
StarsSwallows,Stars and Swallows,We stock a great range of brooches at starsandswallows.com.au fb.me/3WTs0NWev,Sat Sep 12 03:51:19 +0000 2015,false,false,49,14,Australia,http://t.co/miK3NMBiUN,en,Profile Page,
ColinJBettles,Colin James Bettles,Dam projects a policy priority: Joyce - Agriculture - General - Politics - Stock &amp; Land stockandland.com.au/news/agricultu… #FarmOnline,Sat Sep 12 04:02:10 +0000 2015,false,false,3720,3655,Canberra,http://t.co/jKuw5SIBO6,en,Profile Page,
